"EP_PlotID","exploratory","plant_genus","plant_species","inflorescences_qcm","survey","date","LUI","Year"
"AEG32","ALB","Lychnis","Lychnis flos-cuculi",5,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Medicago","Medicago x varia",50,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Medicago","Medicago x varia",60,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Medicago","Medicago x varia",20,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Alchemilla","",20,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Alchemilla","",50,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Origanum","Origanum vulgare",40,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Origanum","Origanum vulgare",50,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Origanum","Origanum vulgare",55,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Origanum","Origanum vulgare",40,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Pimpinella","Pimpinella saxifraga",670,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Pimpinella","Pimpinella saxifraga",810,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Pimpinella","Pimpinella saxifraga",860,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Pimpinella","Pimpinella saxifraga",380,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Prunella","Prunella vulgaris",35,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Prunella","Prunella vulgaris",40,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Prunella","Prunella vulgaris",15,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Prunella","Prunella vulgaris",20,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Ranunculus","Ranunculus acris",35,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Ranunculus","Ranunculus nemorosus",45,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Ranunculus","Ranunculus nemorosus",55,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Ranunculus","Ranunculus nemorosus",10,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Stachys","Stachys recta",170,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Stachys","Stachys recta",125,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Stachys","Stachys recta",210,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Stachys","Stachys recta",100,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Thymus","Thymus pulegioides",20,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium campestre",10,4,2009-08-14,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium dubium",50,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium dubium",30,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium pratense",140,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium pratense",110,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium pratense",50,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium repens",50,2,2009-07-31,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium repens",20,3,2009-08-06,0.00836535953823214,"2009"
"AEG32","ALB","Trifolium","Trifolium repens",50,1,2009-07-28,0.00836535953823214,"2009"
"AEG32","ALB","Vicia","Vicia cracca",170,1,2009-07-28,0.00836535953823214,"2009"
"AEG35","ALB","Galium","Galium mollugo agg.",80,1,2009-07-27,0.193610469591994,"2009"
"AEG35","ALB","Galium","Galium mollugo agg.",190,2,2009-07-30,0.193610469591994,"2009"
"AEG35","ALB","Galium","Galium mollugo agg.",170,3,2009-08-05,0.193610469591994,"2009"
"AEG35","ALB","Galium","Galium mollugo agg.",160,4,2009-08-08,0.193610469591994,"2009"
"AEG35","ALB","Plantago","Plantago major",190,1,2009-07-27,0.193610469591994,"2009"
"AEG35","ALB","Plantago","Plantago major",430,2,2009-07-30,0.193610469591994,"2009"
"AEG35","ALB","Plantago","Plantago major",745,3,2009-08-05,0.193610469591994,"2009"
"AEG35","ALB","Plantago","Plantago major",840,4,2009-08-08,0.193610469591994,"2009"
"AEG35","ALB","Plantago","Plantago media",60,1,2009-07-27,0.193610469591994,"2009"
"AEG35","ALB","Plantago","Plantago media",5,3,2009-08-05,0.193610469591994,"2009"
"AEG35","ALB","Ranunculus","Ranunculus nemorosus",10,4,2009-08-08,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium campestre",15,4,2009-08-08,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium pratense",160,1,2009-07-27,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium pratense",155,2,2009-07-30,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium pratense",215,3,2009-08-05,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium pratense",310,4,2009-08-08,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium repens",30,1,2009-07-27,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium repens",10,2,2009-07-30,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium repens",30,3,2009-08-05,0.193610469591994,"2009"
"AEG35","ALB","Trifolium","Trifolium repens",5,4,2009-08-08,0.193610469591994,"2009"
"AEG4","ALB","Anthriscus","Anthriscus sylvestris",15,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Galium","Galium mollugo agg.",235,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Galium","Galium mollugo agg.",210,2,2009-07-29,0.131890095721662,"2009"
"AEG4","ALB","Galium","Galium mollugo agg.",290,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Galium","Galium mollugo agg.",130,4,2009-08-12,0.131890095721662,"2009"
"AEG4","ALB","Lamium","Lamium album",55,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Lamium","Lamium album",15,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Lathyrus","Lathyrus pratensis",4,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Leontodon","Leontodon hispidus",10,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Polygonum","Polygonum bistorta",15,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Polygonum","Polygonum bistorta",55,4,2009-08-12,0.131890095721662,"2009"
"AEG4","ALB","Ranunculus","Ranunculus acris",71,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Ranunculus","Ranunculus nemorosus",50,2,2009-07-29,0.131890095721662,"2009"
"AEG4","ALB","Ranunculus","Ranunculus nemorosus",10,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Rumex","Rumex acetosa",70,2,2009-07-29,0.131890095721662,"2009"
"AEG4","ALB","Rumex","Rumex acetosa",40,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Rumex","Rumex acetosa",20,4,2009-08-12,0.131890095721662,"2009"
"AEG4","ALB","Rumex","Rumex obtusifolius",110,2,2009-07-29,0.131890095721662,"2009"
"AEG4","ALB","Rumex","Rumex obtusifolius",100,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Rumex","Rumex obtusifolius",50,4,2009-08-12,0.131890095721662,"2009"
"AEG4","ALB","Trifolium","Trifolium pratense",115,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Trifolium","Trifolium pratense",110,2,2009-07-29,0.131890095721662,"2009"
"AEG4","ALB","Trifolium","Trifolium pratense",100,3,2009-08-07,0.131890095721662,"2009"
"AEG4","ALB","Trifolium","Trifolium pratense",90,4,2009-08-12,0.131890095721662,"2009"
"AEG4","ALB","Trifolium","Trifolium repens",3,1,2009-07-25,0.131890095721662,"2009"
"AEG4","ALB","Vicia","Vicia sativa",5,1,2009-07-25,0.131890095721662,"2009"
"AEG42","ALB","Achillea","Achillea millefolium agg.",10,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Galium","Galium mollugo agg.",150,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Galium","Galium mollugo agg.",480,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Galium","Galium mollugo agg.",390,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Galium","Galium mollugo agg.",480,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Geranium","Geranium pratense",3,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Geranium","Geranium sylvaticum",20,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Geranium","Geranium sylvaticum",20,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Geranium","Geranium sylvaticum",10,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Heracleum","Heracleum sphondylium",660,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Heracleum","Heracleum sphondylium",660,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Heracleum","Heracleum sphondylium",270,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Heracleum","Heracleum sphondylium",255,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Lathyrus","Lathyrus pratensis",15,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Lathyrus","Lathyrus pratensis",30,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Pimpinella","Pimpinella saxifraga",50,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Pimpinella","Pimpinella saxifraga",40,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Plantago","Plantago major",125,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Plantago","Plantago major",15,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Plantago","Plantago major",25,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Plantago","Plantago media",70,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Plantago","Plantago media",30,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Ranunculus","Ranunculus acris",425,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Ranunculus","Ranunculus acris",320,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Ranunculus","Ranunculus acris",65,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Ranunculus","Ranunculus nemorosus",85,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Rumex","Rumex crausa",50,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium pratense",530,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium pratense",560,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium pratense",145,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium pratense",170,4,2009-08-07,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium repens",210,1,2009-07-26,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium repens",330,2,2009-07-30,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium repens",15,3,2009-08-05,0.204899822047398,"2009"
"AEG42","ALB","Trifolium","Trifolium repens",10,4,2009-08-07,0.204899822047398,"2009"
"AEG47","ALB","Agrimonia","Agrimonia eupatoria",10,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Asperula","Asperula cyanchica",390,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Asperula","Asperula cyanchica",250,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Asperula","Asperula cyanchica",430,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Campanula","Campanula rotundifolia",20,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Campanula","Campanula rotundifolia",65,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Campanula","Campanula rotundifolia",100,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Campanula","Campanula rotundifolia",55,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Centaurea","Centaurea jacea",75,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Centaurea","Centaurea jacea",170,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Centaurea","Centaurea jacea",205,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Cirsium","Cirsium acaule",42,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Cirsium","Cirsium acaule",110,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Cirsium","Cirsium acaule",230,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Daucus","Daucus carota",119,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Daucus","Daucus carota",70,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Daucus","Daucus carota",135,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Daucus","Daucus carota",220,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Galium","Galium mollugo agg.",150,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Galium","Galium verum",5,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Galium","Galium verum",10,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Helianthemum","Helianthemum nummularium",25,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Hypericum","Hypericum perforatum",4,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Hypericum","Hypericum perforatum",15,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Knautia","Knautia arvensis",50,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Leontodon","Leontodon hispidus",121,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Leontodon","Leontodon hispidus",7,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Leontodon","Leontodon hispidus",10,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Lotus","Lotus corniculatus",245,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Lotus","Lotus corniculatus",390,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Lotus","Lotus corniculatus",255,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Lotus","Lotus corniculatus",330,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Ononis","Ononis spinosa",60,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Ononis","Ononis spinosa",60,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Ononis","Ononis spinosa",55,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Origanum","Origanum vulgare",40,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Origanum","Origanum vulgare",110,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Origanum","Origanum vulgare",80,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Origanum","Origanum vulgare",90,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Pimpinella","Pimpinella saxifraga",370,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Pimpinella","Pimpinella saxifraga",500,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Pimpinella","Pimpinella saxifraga",700,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Plantago","Plantago major",25,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Plantago","Plantago major",15,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Plantago","Plantago media",95,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Plantago","Plantago media",30,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Prunella","Prunella vulgaris",125,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Prunella","Prunella vulgaris",95,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Prunella","Prunella vulgaris",65,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Prunella","Prunella vulgaris",85,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Rhinanthus","Rhinanthus minor",120,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Rhinanthus","Rhinanthus minor",255,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Rhinanthus","Rhinanthus minor",400,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Rhinanthus","Rhinanthus minor",570,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Scabiosa","Scabiosa columbaria",90,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Scabiosa","Scabiosa columbaria",90,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Scabiosa","Scabiosa columbaria",60,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Thymus","Thymus pulegioides",285,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Thymus","Thymus pulegioides",230,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Thymus","Thymus pulegioides",180,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Thymus","Thymus pulegioides",50,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Trifolium","Trifolium pratense",190,1,2009-07-25,0.00831538266599086,"2009"
"AEG47","ALB","Trifolium","Trifolium pratense",100,2,2009-07-29,0.00831538266599086,"2009"
"AEG47","ALB","Trifolium","Trifolium pratense",140,3,2009-08-05,0.00831538266599086,"2009"
"AEG47","ALB","Trifolium","Trifolium pratense",110,4,2009-08-08,0.00831538266599086,"2009"
"AEG47","ALB","Trifolium","Trifolium repens",5,1,2009-07-25,0.00831538266599086,"2009"
"AEG49","ALB","Achillea","Achillea millefolium agg.",35,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Achillea","Achillea millefolium agg.",40,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Achillea","Achillea millefolium agg.",60,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Achillea","Achillea millefolium agg.",70,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Agrimonia","Agrimonia eupatoria",255,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Agrimonia","Agrimonia eupatoria",275,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Agrimonia","Agrimonia eupatoria",150,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Agrimonia","Agrimonia eupatoria",235,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Asperula","Asperula cyanchica",10,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Campanula","Campanula rotundifolia",20,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Campanula","Campanula rotundifolia",10,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Carduus","Carduus nutans",10,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Carduus","Carduus nutans",25,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Cichorium","Cichorium intybus",40,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Cichorium","Cichorium intybus",30,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Cichorium","Cichorium intybus",25,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Cirsium","Cirsium arvense",25,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Cirsium","Cirsium arvense",20,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Crepis","Crepis biennis",215,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Crepis","Crepis biennis",110,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Crepis","Crepis biennis",30,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Daucus","Daucus carota",320,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Daucus","Daucus carota",550,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Daucus","Daucus carota",680,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Daucus","Daucus carota",560,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Euphorbia","Euphorbia cyparissias",50,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Euphorbia","Euphorbia cyparissias",40,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Euphorbia","Euphorbia cyparissias",75,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium mollugo agg.",20,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium mollugo agg.",20,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium mollugo agg.",20,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium verum",100,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium verum",90,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium verum",70,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Galium","Galium verum",20,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Hieracium","Hieracium pilosella",65,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Hypericum","Hypericum perforatum",50,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Hypericum","Hypericum perforatum",120,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Hypericum","Hypericum perforatum",140,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Hypericum","Hypericum perforatum",130,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Knautia","Knautia arvensis",10,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Leontodon","Leontodon hispidus",25,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Lotus","Lotus corniculatus",925,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Lotus","Lotus corniculatus",750,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Lotus","Lotus corniculatus",570,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Lotus","Lotus corniculatus",350,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Ononis","Ononis spinosa",60,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Ononis","Ononis spinosa",70,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Ononis","Ononis spinosa",60,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Ononis","Ononis spinosa",100,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Origanum","Origanum vulgare",480,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Origanum","Origanum vulgare",570,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Origanum","Origanum vulgare",600,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Origanum","Origanum vulgare",660,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Pimpinella","Pimpinella saxifraga",115,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Pimpinella","Pimpinella saxifraga",185,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Pimpinella","Pimpinella saxifraga",380,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Pimpinella","Pimpinella saxifraga",430,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Plantago","Plantago major",10,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Plantago","Plantago media",40,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Plantago","Plantago media",35,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Plantago","Plantago media",10,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Prunella","Prunella vulgaris",5,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Prunella","Prunella vulgaris",10,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Prunella","Prunella vulgaris",20,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Ranunculus","Ranunculus acris",55,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Ranunculus","Ranunculus acris",105,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Ranunculus","Ranunculus nemorosus",20,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Ranunculus","Ranunculus nemorosus",40,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Rhinanthus","Rhinanthus minor",10,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Rhinanthus","Rhinanthus minor",20,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Scabiosa","Scabiosa columbaria",10,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Scabiosa","Scabiosa columbaria",10,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Senecio","Senecio erucifolius",30,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Stachys","Stachys germanica",20,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Stachys","Stachys germanica",30,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Stachys","Stachys recta",20,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Thymus","Thymus pulegioides",990,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Thymus","Thymus pulegioides",750,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Thymus","Thymus pulegioides",770,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Thymus","Thymus pulegioides",180,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium campestre",30,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium pratense",570,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium pratense",490,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium pratense",385,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium pratense",360,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium repens",620,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium repens",410,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium repens",200,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Trifolium","Trifolium repens",10,4,2009-08-14,0.0310498029707355,"2009"
"AEG49","ALB","Vicia","Vicia sativa",25,1,2009-07-27,0.0310498029707355,"2009"
"AEG49","ALB","Vicia","Vicia sativa",20,2,2009-07-31,0.0310498029707355,"2009"
"AEG49","ALB","Vicia","Vicia sativa",20,3,2009-08-06,0.0310498029707355,"2009"
"AEG49","ALB","Vicia","Vicia sativa",20,4,2009-08-14,0.0310498029707355,"2009"
"AEG50","ALB","Achillea","Achillea millefolium agg.",53,1,2009-07-25,0.242879137798306,"2009"
"AEG50","ALB","Achillea","Achillea millefolium agg.",110,2,2009-07-29,0.242879137798306,"2009"
"AEG50","ALB","Galium","Galium mollugo agg.",205,1,2009-07-25,0.242879137798306,"2009"
